Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
Yell_July18_Site1w_S118_R2_001	(1.0, 6.233208759211731)	(2.0, 1.2877662209014362)	(3.0, 0.835997418463986)	(4.0, 0.644383408127836)	(5.0, 0.5278140493593688)	(6.0, 0.4652768397196332)	(7.0, 0.5428229796729054)	(8.0, 0.4482667186976251)	(9.0, 0.44126255121797475)	('>10', 9.357567752812923)	('>50', 4.38360824690691)	('>100', 5.146061906834567)	('>500', 1.3448001560928753)	('>1k', 7.136746364086631)	('>5k', 7.7250964323772635)	('>10k+', 53.47932019551634)
Yell_July18_Site1x_S119_R1_001	(1.0, nan)	(2.0, nan)	(3.0, nan)	(4.0, nan)	(5.0, nan)	(6.0, nan)	(7.0, nan)	(8.0, nan)	(9.0, nan)	('>10', nan)	('>50', nan)	('>100', nan)	('>500', nan)	('>1k', nan)	('>5k', nan)	('>10k+', nan)
Yell_July18_Site1x_S119_R2_001	(1.0, nan)	(2.0, nan)	(3.0, nan)	(4.0, nan)	(5.0, nan)	(6.0, nan)	(7.0, nan)	(8.0, nan)	(9.0, nan)	('>10', nan)	('>50', nan)	('>100', nan)	('>500', nan)	('>1k', nan)	('>5k', nan)	('>10k+', nan)
Yell_July18_Site1y_S120_R1_001	(1.0, 10.281952142417259)	(2.0, 2.533188579700208)	(3.0, 1.6037178827876502)	(4.0, 1.2748477864756933)	(5.0, 1.0634312959894354)	(6.0, 0.933280003047445)	(7.0, 0.7466240024379559)	(8.0, 0.7669403018240228)	(9.0, 0.6342494714587738)	('>10', 9.598181691204948)	('>50', 7.34878641855386)	('>100', 15.489908513164327)	('>500', 4.622592994686018)	('>1k', 14.87724510980325)	('>5k', 3.324889371400999)	('>10k+', 24.900164435048154)
Yell_July18_Site1y_S120_R2_001	(1.0, 8.211594258105887)	(2.0, 2.0278206324717956)	(3.0, 1.2704035959849913)	(4.0, 0.8329682748287399)	(5.0, 0.7174193220704849)	(6.0, 0.6590099613355428)	(7.0, 0.599965716244786)	(8.0, 0.5739354576563879)	(9.0, 0.4856865321981601)	('>10', 10.827317804061991)	('>50', 4.59656273609762)	('>100', 10.559396605908233)	('>500', 2.717939927242253)	('>1k', 7.355135262112006)	('>5k', 5.103835336393476)	('>10k+', 43.46100857728764)
Yell_July18_Site1z_S129_R1_001	(1.0, 7.589361920043699)	(2.0, 2.071626096753269)	(3.0, 1.3949677375302993)	(4.0, 1.2536273940800928)	(5.0, 1.140281997883309)	(6.0, 0.9996244580246493)	(7.0, 0.8029770236591445)	(8.0, 0.7756648799972687)	(9.0, 0.6391041616878905)	('>10', 10.303506196442594)	('>50', 4.539278276603735)	('>100', 8.106244238844697)	('>500', 3.6803113584377454)	('>1k', 6.722201358779147)	('>5k', 31.634290396367486)	('>10k+', 18.346932504864977)
Yell_July18_Site1z_S129_R2_001	(1.0, 5.71779727561367)	(2.0, 1.2577242156293742)	(3.0, 0.8480420607012392)	(4.0, 0.680072377180704)	(5.0, 0.5701409989416545)	(6.0, 0.4875217643644805)	(7.0, 0.4827421392236523)	(8.0, 0.47523129971663647)	(9.0, 0.47932812126591784)	('>10', 8.4572052848998)	('>50', 3.6748489297053704)	('>100', 3.2569731316786728)	('>500', 2.404151445836605)	('>1k', 10.080912225598308)	('>5k', 0.0)	('>10k+', 61.127308729643914)
Yell_July18_Site5J_S107_R1_001	(1.0, 28.57142857142857)	(2.0, 5.714285714285714)	(3.0, 0.0)	(4.0, 5.714285714285714)	(5.0, 7.142857142857142)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 12.857142857142856)	('>10', 40.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5J_S107_R2_001	(1.0, 15.714285714285714)	(2.0, 2.857142857142857)	(3.0, 0.0)	(4.0, 5.714285714285714)	(5.0, 0.0)	(6.0, 8.571428571428571)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 67.14285714285714)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5L_S109_R1_001	(1.0, 12.51664731139262)	(2.0, 3.1131804089112394)	(3.0, 1.8810130088750148)	(4.0, 1.3765328844330325)	(5.0, 1.094727197178747)	(6.0, 0.9588851362149607)	(7.0, 0.7756315324049905)	(8.0, 0.6946590097912827)	(9.0, 0.757519257609819)	('>10', 14.915991007788278)	('>50', 4.965426863699805)	('>100', 4.62715349620175)	('>500', 2.0120606441577262)	('>1k', 7.309901021745384)	('>5k', 10.440128277522668)	('>10k+', 32.560542942072686)
Yell_July18_Site5L_S109_R2_001	(1.0, 9.176530753577174)	(2.0, 2.260838065609052)	(3.0, 1.5517957787745447)	(4.0, 1.206064415772595)	(5.0, 0.9695394155062381)	(6.0, 0.9109408794042126)	(7.0, 0.7681735369010964)	(8.0, 0.8949594604672966)	(9.0, 0.8246412171448663)	('>10', 11.98606420268701)	('>50', 4.648994768748868)	('>100', 5.691515997400356)	('>500', 0.3153666670218093)	('>1k', 2.19584696193226)	('>5k', 9.260699559978265)	('>10k+', 47.338028319074354)
Yell_July18_Site5a_S87_R1_001	(1.0, 5.545557015549978)	(2.0, 1.757390443333188)	(3.0, 1.0293998592593052)	(4.0, 0.8344802246869142)	(5.0, 0.6725661512401995)	(6.0, 0.5828906644081729)	(7.0, 0.5187477814658206)	(8.0, 0.38361180478144713)	(9.0, 0.45958687001413634)	('>10', 7.699636938827617)	('>50', 2.372663922430704)	('>100', 5.532479340386975)	('>500', 2.4430342697363914)	('>1k', 7.469220757384217)	('>5k', 4.262699356702932)	('>10k+', 58.436034599791995)
Yell_July18_Site5a_S87_R2_001	(1.0, 4.765878477260413)	(2.0, 1.3326773737537287)	(3.0, 0.8836771931572621)	(4.0, 0.5928546073895092)	(5.0, 0.432808773251795)	(6.0, 0.40727616936212085)	(7.0, 0.326941879075097)	(8.0, 0.26404448900541166)	(9.0, 0.25781702464207645)	('>10', 5.186855068221872)	('>50', 2.3265806861420235)	('>100', 3.147983235665934)	('>500', 1.1271710497636678)	('>1k', 4.719795240971734)	('>5k', 5.829529390518063)	('>10k+', 68.39810934181929)
Yell_July18_Site5aa_S132_R1_001	(1.0, 9.41241298003146)	(2.0, 2.257313201405775)	(3.0, 1.2936461406864206)	(4.0, 0.982889143047533)	(5.0, 0.7784943342912337)	(6.0, 0.66508404855498)	(7.0, 0.6010104407943846)	(8.0, 0.48695941898052486)	(9.0, 0.42384691533633834)	('>10', 8.353276243748818)	('>50', 5.635594170583166)	('>100', 16.843349640066506)	('>500', 4.0267058797146165)	('>1k', 14.33262531996758)	('>5k', 3.1405678843855824)	('>10k+', 30.766224238405083)
Yell_July18_Site5aa_S132_R2_001	(1.0, 7.061872679334019)	(2.0, 1.6133734434117915)	(3.0, 0.9380376176151163)	(4.0, 0.7099355739873967)	(5.0, 0.5478293463530904)	(6.0, 0.43057464415120095)	(7.0, 0.3700250848174383)	(8.0, 0.374189869321877)	(9.0, 0.3546474189548954)	('>10', 6.66269410298551)	('>50', 4.758106112301812)	('>100', 13.015271944409736)	('>500', 1.5467368913407724)	('>1k', 6.012987720293072)	('>5k', 0.0)	('>10k+', 55.603717550722266)
Yell_July18_Site5b_S88_R1_001	(1.0, 8.016248153618907)	(2.0, 2.257016248153619)	(3.0, 1.7784342688330872)	(4.0, 1.7252584933530282)	(5.0, 1.5854258985721321)	(6.0, 1.4859675036927622)	(7.0, 1.430329886755293)	(8.0, 1.1422944362383063)	(9.0, 1.0812407680945346)	('>10', 11.125553914327917)	('>50', 7.329394387001477)	('>100', 6.9689807976366325)	('>500', 2.7680945347119645)	('>1k', 8.341703594288528)	('>5k', 6.149187592319055)	('>10k+', 36.81486952240276)
Yell_July18_Site5b_S88_R2_001	(1.0, 6.535204332840965)	(2.0, 1.8463810930576072)	(3.0, 1.2097488921713442)	(4.0, 1.0950270802560316)	(5.0, 0.9158050221565732)	(6.0, 0.9010339734121122)	(7.0, 0.7996061053668143)	(8.0, 0.8311176760216641)	(9.0, 0.8197932053175776)	('>10', 11.149679960610538)	('>50', 3.3298867552929594)	('>100', 8.245199409158051)	('>500', 2.171344165435746)	('>1k', 4.405711472181192)	('>5k', 4.79369768586903)	('>10k+', 50.9507631708518)
Yell_July18_Site5bb_S133_R1_001	(1.0, 8.971297516020174)	(2.0, 2.2032003610771436)	(3.0, 1.2398906272140904)	(4.0, 0.8208207157514656)	(5.0, 0.6573388404595337)	(6.0, 0.5668071438692985)	(7.0, 0.5694312510168416)	(8.0, 0.49963000089219645)	(9.0, 0.5242966080791011)	('>10', 8.07805144299652)	('>50', 7.04599010186784)	('>100', 17.535858424171174)	('>500', 6.696983851244615)	('>1k', 9.769026088873261)	('>5k', 1.4345993775617845)	('>10k+', 33.38677764890496)
Yell_July18_Site5bb_S133_R2_001	(1.0, 7.314436263061494)	(2.0, 1.737158931673498)	(3.0, 0.9171254480662954)	(4.0, 0.684367144079227)	(5.0, 0.5221973223610666)	(6.0, 0.47076482226922295)	(7.0, 0.4059493757249096)	(8.0, 0.34428285775764794)	(9.0, 0.33299919702321285)	('>10', 6.708267511979049)	('>50', 4.331088847019802)	('>100', 18.264835389758634)	('>500', 3.003028219648265)	('>1k', 4.087834114442561)	('>5k', 0.0)	('>10k+', 50.87566455513512)
Yell_July18_Site5c_S89_R1_001	(1.0, 16.013071895424837)	(2.0, 3.8050863909920407)	(3.0, 2.5965831877305376)	(4.0, 2.0060829612373)	(5.0, 1.6582540607001877)	(6.0, 1.24247718889536)	(7.0, 0.9172976121141527)	(8.0, 0.9189154209538601)	(9.0, 0.7134536983110076)	('>10', 16.280010353976575)	('>50', 1.24247718889536)	('>100', 6.914514980909855)	('>500', 5.5086390992040375)	('>1k', 31.176794150003236)	('>5k', 9.006341810651653)	('>10k+', 0.0)
Yell_July18_Site5c_S89_R2_001	(1.0, 11.355400245906944)	(2.0, 2.9282339998705753)	(3.0, 2.0432925645505726)	(4.0, 1.50779783860739)	(5.0, 1.2618908949718501)	(6.0, 1.2910114540865851)	(7.0, 0.9399469358700576)	(8.0, 0.89303047951854)	(9.0, 0.7425742574257426)	('>10', 13.554002459069437)	('>50', 3.7290493755257876)	('>100', 3.7436096550831555)	('>500', 2.527017407623115)	('>1k', 8.385103216203973)	('>5k', 20.2112858344658)	('>10k+', 24.886753381220476)
Yell_July18_Site5cc_S134_R1_001	(1.0, 8.300954551398203)	(2.0, 2.64883342984701)	(3.0, 1.5929426708759082)	(4.0, 1.2263463657930622)	(5.0, 0.9363383333644668)	(6.0, 0.8434050025218089)	(7.0, 0.8041768628696319)	(8.0, 0.7434666467412624)	(9.0, 0.6934974688509892)	('>10', 10.608876767601293)	('>50', 3.4340967253843426)	('>100', 16.162694039190782)	('>500', 2.6268843517082923)	('>1k', 10.732165206508135)	('>5k', 3.2118039340220053)	('>10k+', 35.43351764332281)
Yell_July18_Site5cc_S134_R2_001	(1.0, 5.799226645246857)	(2.0, 1.6643939252423738)	(3.0, 1.1060934376926381)	(4.0, 0.8676890889731568)	(5.0, 0.7121775353520259)	(6.0, 0.602432144658435)	(7.0, 0.527945379485551)	(8.0, 0.5099658154783031)	(9.0, 0.42240300375469336)	('>10', 9.308043636635347)	('>50', 3.744886331795341)	('>100', 8.383847346496553)	('>500', 5.30397138213812)	('>1k', 5.61242598023649)	('>5k', 0.0)	('>10k+', 55.43449834681411)
Yell_July18_Site5d_S90_R1_001	(1.0, nan)	(2.0, nan)	(3.0, nan)	(4.0, nan)	(5.0, nan)	(6.0, nan)	(7.0, nan)	(8.0, nan)	(9.0, nan)	('>10', nan)	('>50', nan)	('>100', nan)	('>500', nan)	('>1k', nan)	('>5k', nan)	('>10k+', nan)
Yell_July18_Site5d_S90_R2_001	(1.0, nan)	(2.0, nan)	(3.0, nan)	(4.0, nan)	(5.0, nan)	(6.0, nan)	(7.0, nan)	(8.0, nan)	(9.0, nan)	('>10', nan)	('>50', nan)	('>100', nan)	('>500', nan)	('>1k', nan)	('>5k', nan)	('>10k+', nan)
Yell_July18_Site5dd_S135_R1_001	(1.0, nan)	(2.0, nan)	(3.0, nan)	(4.0, nan)	(5.0, nan)	(6.0, nan)	(7.0, nan)	(8.0, nan)	(9.0, nan)	('>10', nan)	('>50', nan)	('>100', nan)	('>500', nan)	('>1k', nan)	('>5k', nan)	('>10k+', nan)
Yell_July18_Site5dd_S135_R2_001	(1.0, nan)	(2.0, nan)	(3.0, nan)	(4.0, nan)	(5.0, nan)	(6.0, nan)	(7.0, nan)	(8.0, nan)	(9.0, nan)	('>10', nan)	('>50', nan)	('>100', nan)	('>500', nan)	('>1k', nan)	('>5k', nan)	('>10k+', nan)
Yell_July18_Site5e_S95_R1_001	(1.0, 3.531655465289093)	(2.0, 1.031462173515877)	(3.0, 0.6932731599339086)	(4.0, 0.557825739591596)	(5.0, 0.45674130115430983)	(6.0, 0.4243828265270766)	(7.0, 0.3427707445026388)	(8.0, 0.309266837145238)	(9.0, 0.306689613502361)	('>10', 4.802513079409987)	('>50', 2.542287944606873)	('>100', 6.753471377067864)	('>500', 3.7816461586481602)	('>1k', 9.82265837755181)	('>5k', 6.404687110731845)	('>10k+', 58.23866809082136)
Yell_July18_Site5e_S95_R2_001	(1.0, 2.2619432838983657)	(2.0, 0.5263263395119884)	(3.0, 0.38744262097917315)	(4.0, 0.30583053895473533)	(5.0, 0.23051833694621907)	(6.0, 0.22164123328742058)	(7.0, 0.16236508950124995)	(8.0, 0.22679568057317454)	(9.0, 0.18040565500138883)	('>10', 2.8203417398550457)	('>50', 1.845578486482462)	('>100', 4.09864466672203)	('>500', 1.107633450072019)	('>1k', 3.093241087817464)	('>5k', 3.3967807613118643)	('>10k+', 79.1345110290854)
Yell_July18_Site5ee_S136_R1_001	(1.0, 6.033171264817471)	(2.0, 1.5250585247418391)	(3.0, 1.0674167768856764)	(4.0, 0.8780263656290557)	(5.0, 0.7560092646063473)	(6.0, 0.6743540545071813)	(7.0, 0.5628931403413995)	(8.0, 0.5166322038213396)	(9.0, 0.5141483951491217)	('>10', 8.242208602671337)	('>50', 5.493253354694088)	('>100', 5.157007755692579)	('>500', 1.7035822730575065)	('>1k', 14.138149438348762)	('>5k', 9.164322572232262)	('>10k+', 43.573766012804036)
Yell_July18_Site5ee_S136_R2_001	(1.0, 4.664903162509392)	(2.0, 1.0624491595412404)	(3.0, 0.6901883347925709)	(4.0, 0.49924554311581376)	(5.0, 0.42535223511732895)	(6.0, 0.3446284532702446)	(7.0, 0.3433865489341356)	(8.0, 0.3452494054382991)	(9.0, 0.2822227603807679)	('>10', 7.333445104723584)	('>50', 2.9945418304428006)	('>100', 5.147072521003707)	('>500', 1.0233291729538074)	('>1k', 6.005228417255019)	('>5k', 3.727886340915159)	('>10k+', 65.11087100960613)
Yell_July18_Site5f_S96_R1_001	(1.0, 35.65306822077477)	(2.0, 7.861958633299052)	(3.0, 4.662324305793623)	(4.0, 2.6968346474688607)	(5.0, 1.599817163752714)	(6.0, 1.0284538909838876)	(7.0, 0.799908581876357)	(8.0, 0.6399268655010856)	(9.0, 0.30853616729516625)	('>10', 5.485087418580734)	('>50', 3.896697520283396)	('>100', 10.090275397097475)	('>500', 6.205005142269455)	('>1k', 19.072106045023425)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5f_S96_R2_001	(1.0, 21.58610444520626)	(2.0, 6.239286938635584)	(3.0, 3.0853616729516626)	(4.0, 2.8796708947548852)	(5.0, 1.7712261455833618)	(6.0, 1.5083990401097016)	(7.0, 0.8798994400639927)	(8.0, 0.4570906182150611)	(9.0, 1.336990058279054)	('>10', 4.570906182150612)	('>50', 2.46828933836133)	('>100', 6.02216889498343)	('>500', 13.609873157353444)	('>1k', 33.584733173351616)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5ff_S137_R1_001	(1.0, 10.595305686371978)	(2.0, 2.627741353355117)	(3.0, 1.3873739313168625)	(4.0, 1.0375267097163292)	(5.0, 0.8457586030612221)	(6.0, 0.7378595946483977)	(7.0, 0.6711883732928752)	(8.0, 0.629489411526347)	(9.0, 0.6021612783912211)	('>10', 12.569527718030207)	('>50', 4.53058041656556)	('>100', 13.06261205123554)	('>500', 1.7756218917193403)	('>1k', 13.847353529451953)	('>5k', 13.494914846950676)	('>10k+', 21.584984604366376)
Yell_July18_Site5ff_S137_R2_001	(1.0, 8.54640246330138)	(2.0, 1.9845878752612074)	(3.0, 1.1195111091217067)	(4.0, 0.8452874283519959)	(5.0, 0.6643563400090937)	(6.0, 0.5654096510715692)	(7.0, 0.4897861102407467)	(8.0, 0.3863632615655722)	(9.0, 0.4516209587934158)	('>10', 9.101917445479197)	('>50', 5.498844444025623)	('>100', 12.504270020802362)	('>500', 3.546532036346417)	('>1k', 5.03850675311152)	('>5k', 4.149635664156091)	('>10k+', 45.1069684383621)
Yell_July18_Site5g_S97_R1_001	(1.0, 25.72136349297656)	(2.0, 7.017869403054314)	(3.0, 3.9941734241338995)	(4.0, 2.5755692045053906)	(5.0, 1.9298213059694571)	(6.0, 1.5030339017646732)	(7.0, 1.2079939136404965)	(8.0, 1.2469614592418028)	(9.0, 1.0938746729509565)	('>10', 22.82755933272717)	('>50', 10.254959084077118)	('>100', 20.626820804958157)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5g_S97_R2_001	(1.0, 20.83835890965096)	(2.0, 5.3014417991872484)	(3.0, 3.0589523297025476)	(4.0, 2.4011430480043052)	(5.0, 1.957655267113247)	(6.0, 1.5587018240522537)	(7.0, 1.5392180512516003)	(8.0, 1.3137629659868995)	(9.0, 1.160676179696053)	('>10', 24.212762798983135)	('>50', 12.891763003098847)	('>100', 19.617375814143365)	('>500', 4.148188009129539)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5gg_S138_R1_001	(1.0, nan)	(2.0, nan)	(3.0, nan)	(4.0, nan)	(5.0, nan)	(6.0, nan)	(7.0, nan)	(8.0, nan)	(9.0, nan)	('>10', nan)	('>50', nan)	('>100', nan)	('>500', nan)	('>1k', nan)	('>5k', nan)	('>10k+', nan)
Yell_July18_Site5gg_S138_R2_001	(1.0, nan)	(2.0, nan)	(3.0, nan)	(4.0, nan)	(5.0, nan)	(6.0, nan)	(7.0, nan)	(8.0, nan)	(9.0, nan)	('>10', nan)	('>50', nan)	('>100', nan)	('>500', nan)	('>1k', nan)	('>5k', nan)	('>10k+', nan)
Yell_July18_Site5h_S98_R1_001	(1.0, 2.712380104265227)	(2.0, 0.7898077692701169)	(3.0, 0.4420803218599178)	(4.0, 0.3615093279477985)	(5.0, 0.2570850792590649)	(6.0, 0.28146840636404835)	(7.0, 0.2226303779150665)	(8.0, 0.26927674281155667)	(9.0, 0.17412875986928417)	('>10', 4.8438009366378045)	('>50', 2.802492400087992)	('>100', 5.909511352824093)	('>500', 2.670239354159875)	('>1k', 6.224109279711216)	('>5k', 4.392179312867241)	('>10k+', 67.6473004741497)
Yell_July18_Site5h_S98_R2_001	(1.0, 1.7378421285584418)	(2.0, 0.35196802603715277)	(3.0, 0.20593309957143655)	(4.0, 0.13675866071925516)	(5.0, 0.11264036977845628)	(6.0, 0.11767605689796373)	(7.0, 0.11131518895753326)	(8.0, 0.09541301910645707)	(9.0, 0.10972497197242563)	('>10', 2.2901774947191544)	('>50', 1.8756609339344354)	('>100', 4.057438637502087)	('>500', 1.4293400334475639)	('>1k', 2.716620682892181)	('>5k', 0.0)	('>10k+', 84.65149069590545)
Yell_July18_Site5k_S108_R1_001	(1.0, 14.847870834941466)	(2.0, 3.36742570436125)	(3.0, 2.1758008490930143)	(4.0, 1.8011063939276983)	(5.0, 1.656374630129937)	(6.0, 1.7271323813199537)	(7.0, 1.5421973498005919)	(8.0, 1.4151550238003345)	(9.0, 1.2736395214203011)	('>10', 13.413418242634762)	('>50', 2.749903512157468)	('>100', 7.661134697028174)	('>500', 5.950083622796861)	('>1k', 26.844525923067025)	('>5k', 13.574231313521162)	('>10k+', 0.0)
Yell_July18_Site5k_S108_R2_001	(1.0, 12.577190274025474)	(2.0, 3.045799562588447)	(3.0, 1.949054419143188)	(4.0, 1.5052103434967194)	(5.0, 1.3106265277241733)	(6.0, 1.071015052103435)	(7.0, 0.9118101119258974)	(8.0, 0.7847677859256401)	(9.0, 0.7960247008876882)	('>10', 11.938762382606457)	('>50', 2.9477035893477423)	('>100', 4.682876624212016)	('>500', 7.132059693811913)	('>1k', 3.110124790943008)	('>5k', 22.727711308375145)	('>10k+', 23.509262832883056)
Yell_July18_Site5m_S110_R1_001	(1.0, 12.550909195204497)	(2.0, 3.020543960141276)	(3.0, 1.8929616245052485)	(4.0, 1.2160844375609476)	(5.0, 1.0079406052560416)	(6.0, 0.9538559874130345)	(7.0, 0.9464808122526243)	(8.0, 0.7997967729511354)	(9.0, 0.6563905892764953)	('>10', 16.058214715932838)	('>50', 2.3338332063164278)	('>100', 4.781571895665855)	('>500', 1.8913226966918242)	('>1k', 19.291819291819294)	('>5k', 14.170989338774573)	('>10k+', 18.42728487023789)
Yell_July18_Site5m_S110_R2_001	(1.0, 9.388597979202006)	(2.0, 2.484614565151478)	(3.0, 1.482410207242422)	(4.0, 1.160360891904516)	(5.0, 0.9300915341183799)	(6.0, 0.9341888536519408)	(7.0, 0.8260196179659267)	(8.0, 0.7670182166826461)	(9.0, 0.6711409395973155)	('>10', 9.986806631101933)	('>50', 4.120264522949086)	('>100', 6.163188042382673)	('>500', 0.0)	('>1k', 7.155558833411183)	('>5k', 0.0)	('>10k+', 53.92973916463849)
Yell_July18_Site5n_S115_R1_001	(1.0, 15.233215770816233)	(2.0, 3.867836879752487)	(3.0, 2.091770924474351)	(4.0, 1.5334241360959022)	(5.0, 1.258309805796343)	(6.0, 1.250191678017012)	(7.0, 0.9344867088207969)	(8.0, 0.9669592199381217)	(9.0, 0.8686396723884434)	('>10', 11.709046300388769)	('>50', 2.7655755301588445)	('>100', 11.217448562640376)	('>500', 5.219956162109991)	('>1k', 20.759856760145404)	('>5k', 20.323281888456922)	('>10k+', 0.0)
Yell_July18_Site5n_S115_R2_001	(1.0, 10.908959707025788)	(2.0, 2.632077428898731)	(3.0, 1.6804524503215683)	(4.0, 1.2231312520859077)	(5.0, 1.2763500897504128)	(6.0, 0.7901644371882413)	(7.0, 0.8587175162137053)	(8.0, 0.642234108764872)	(9.0, 0.6332139667878373)	('>10', 11.281491570677323)	('>50', 3.430359993866303)	('>100', 3.6910420970026068)	('>500', 2.5932908183974814)	('>1k', 11.096578660148111)	('>5k', 0.0)	('>10k+', 47.26193590287111)
Yell_July18_Site5o_S116_R1_001	(1.0, 11.37617008925332)	(2.0, 2.824541034758)	(3.0, 1.776902982367027)	(4.0, 1.2698643059284522)	(5.0, 0.875299325157826)	(6.0, 0.6421885204266744)	(7.0, 0.6920760467310064)	(8.0, 0.4789202525215877)	(9.0, 0.5142950439010231)	('>10', 12.28503011392497)	('>50', 7.8395979972425796)	('>100', 12.218815760830129)	('>500', 7.200130614614324)	('>1k', 5.878564690515928)	('>5k', 18.163594804440898)	('>10k+', 15.964008417386255)
Yell_July18_Site5o_S116_R2_001	(1.0, 8.653218198969597)	(2.0, 1.8612582541179885)	(3.0, 1.2109063202960597)	(4.0, 0.7582903998258472)	(5.0, 0.8163413395254335)	(6.0, 0.6040925912488209)	(7.0, 0.5523909730788766)	(8.0, 0.5732530295334156)	(9.0, 0.3183731224149191)	('>10', 11.592954067193963)	('>50', 7.133009215586678)	('>100', 7.431427327479864)	('>500', 2.1451636310862785)	('>1k', 8.635077280313475)	('>5k', 5.173790000725637)	('>10k+', 42.54045424860315)
Yell_July18_Site5p_S121_R1_001	(1.0, 11.997400375353967)	(2.0, 3.61560040055441)	(3.0, 2.069089003985649)	(4.0, 1.4589730156309064)	(5.0, 1.2799172364398406)	(6.0, 0.895278895955329)	(7.0, 0.8866576917720553)	(8.0, 0.700307047502835)	(9.0, 0.7341286946833697)	('>10', 14.288651179447049)	('>50', 2.392052576082127)	('>100', 4.880264737285382)	('>500', 3.1818875131804947)	('>1k', 13.259412033874701)	('>5k', 14.036646749474437)	('>10k+', 24.323732848777446)
Yell_July18_Site5p_S121_R2_001	(1.0, 7.989203599684331)	(2.0, 2.2375340703357627)	(3.0, 1.474225915339775)	(4.0, 1.2069685856582952)	(5.0, 0.9947543288392544)	(6.0, 0.8634467574324728)	(7.0, 0.8309514493570572)	(8.0, 0.5782838498318865)	(9.0, 0.7341286946833697)	('>10', 10.170368258052537)	('>50', 4.720440875118541)	('>100', 3.6825805253629196)	('>500', 2.342314859640164)	('>1k', 4.122261938709871)	('>5k', 3.7223706985164897)	('>10k+', 54.33016559343727)
Yell_July18_Site5q_S122_R1_001	(1.0, 36.99282353979845)	(2.0, 9.34327191090595)	(3.0, 5.3350486208331755)	(4.0, 4.255426488579465)	(5.0, 3.4085032855323063)	(6.0, 2.9853569942109046)	(7.0, 2.617705298472637)	(8.0, 2.270233455673692)	(9.0, 2.0148321919104015)	('>10', 26.603982998473896)	('>50', 3.7584976099486673)	('>100', 0.4143176056604488)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5q_S122_R2_001	(1.0, 27.216315411101444)	(2.0, 6.752683289820525)	(3.0, 3.948314351659162)	(4.0, 3.0471577938375773)	(5.0, 2.3679796183485315)	(6.0, 2.3875288508834993)	(7.0, 2.211585758068788)	(8.0, 1.987715514523188)	(9.0, 1.855915850013243)	('>10', 29.63474466179828)	('>50', 10.040738078121256)	('>100', 8.092121028668004)	('>500', 0.4571997931565074)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5r_S123_R1_001	(1.0, 10.049780619152813)	(2.0, 2.7852714519856256)	(3.0, 1.5254858445908115)	(4.0, 1.0872331545031608)	(5.0, 0.7609614072950495)	(6.0, 0.62302124583889)	(7.0, 0.4311266300862253)	(8.0, 0.4072034286528693)	(9.0, 0.3848072400769615)	('>10', 8.655617880302552)	('>50', 4.766825136667651)	('>100', 6.896499068522156)	('>500', 4.174853152263542)	('>1k', 20.729199539860126)	('>5k', 11.821624538078611)	('>10k+', 24.900489662122954)
Yell_July18_Site5r_S123_R2_001	(1.0, 7.380562144333255)	(2.0, 1.6705520660483961)	(3.0, 1.0765440645010231)	(4.0, 0.8449471144547037)	(5.0, 0.6846107644226365)	(6.0, 0.5833189115452353)	(7.0, 0.488135110097627)	(8.0, 0.47642801152385705)	(9.0, 0.5130763201026153)	('>10', 7.531736417220633)	('>50', 3.992120613655567)	('>100', 4.788203316671926)	('>500', 0.3440868972116745)	('>1k', 7.835611975852837)	('>5k', 9.180910303264755)	('>10k+', 52.60915596909326)
Yell_July18_Site5s_S124_R1_001	(1.0, 13.448391796481005)	(2.0, 4.3647502708356685)	(3.0, 2.5350218536366693)	(4.0, 1.8439239418730622)	(5.0, 1.2626545631140498)	(6.0, 1.1296649109044044)	(7.0, 0.8995479846090627)	(8.0, 0.8188576338301766)	(9.0, 0.6858679816205312)	('>10', 13.637416414509321)	('>50', 4.721132653442415)	('>100', 5.350218536366693)	('>500', 4.173484254174605)	('>1k', 22.592551085210506)	('>5k', 11.057566588217714)	('>10k+', 11.47894953117412)
