Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Yell_July18_Site5n_S115_R1_001	Yell_July18_Site5n_S115_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110863.0	33.3 Mbp	0.0	301.0	55.0	19.777563298846324	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5n_S115_R2_001	Yell_July18_Site5n_S115_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110863.0	33.3 Mbp	0.0	301.0	55.0	14.412382850906072	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5o_S116_R1_001	Yell_July18_Site5o_S116_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110248.0	33.1 Mbp	0.0	301.0	51.0	14.952652202307526	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5o_S116_R2_001	Yell_July18_Site5o_S116_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110248.0	33.1 Mbp	0.0	301.0	52.0	11.306327552427256	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5p_S121_R1_001	Yell_July18_Site5p_S121_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	150791.0	45.3 Mbp	0.0	301.0	53.0	16.330550231777757	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5p_S121_R2_001	Yell_July18_Site5p_S121_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	150791.0	45.3 Mbp	0.0	301.0	53.0	11.147217008972685	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5q_S122_R1_001	Yell_July18_Site5q_S122_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158574.0	47.7 Mbp	0.0	301.0	44.0	48.08669769319056	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	warn	fail
Yell_July18_Site5q_S122_R2_001	Yell_July18_Site5q_S122_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158574.0	47.7 Mbp	0.0	301.0	43.0	36.01662315385877	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	warn	fail
Yell_July18_Site5r_S123_R1_001	Yell_July18_Site5r_S123_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	196462.0	59.1 Mbp	0.0	301.0	55.0	13.152161741201862	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5r_S123_R2_001	Yell_July18_Site5r_S123_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	196462.0	59.1 Mbp	0.0	301.0	54.0	9.670063421934012	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5s_S124_R1_001	Yell_July18_Site5s_S124_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	133845.0	40.2 Mbp	0.0	301.0	53.0	18.40337704060667	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5s_S124_R2_001	Yell_July18_Site5s_S124_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	133845.0	40.2 Mbp	0.0	301.0	53.0	14.030408308117599	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5t_S125_R1_001	Yell_July18_Site5t_S125_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	339086.0	102 Mbp	0.0	301.0	52.0	12.996407990893166	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5u_S126_R1_001	Yell_July18_Site5u_S126_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	86986.0	26.1 Mbp	0.0	301.0	52.0	17.330375002874028	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5u_S126_R2_001	Yell_July18_Site5u_S126_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	86986.0	26.1 Mbp	0.0	301.0	53.0	13.286046030395696	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5v_S127_R1_001	Yell_July18_Site5v_S127_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	83172.0	25 Mbp	0.0	301.0	54.0	13.228009426249217	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5v_S127_R2_001	Yell_July18_Site5v_S127_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	83172.0	25 Mbp	0.0	301.0	54.0	11.044582311354782	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5w_S128_R1_001	Yell_July18_Site5w_S128_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13.0	3.9 kbp	0.0	301.0	51.0	84.61538461538461	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	pass	fail	fail
Yell_July18_Site5w_S128_R2_001	Yell_July18_Site5w_S128_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13.0	3.9 kbp	0.0	301.0	51.0	69.23076923076923	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	warn	fail	fail
Yell_July18_Site5z_S131_R1_001	Yell_July18_Site5z_S131_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	518860.0	156.1 Mbp	0.0	301.0	51.0	18.299926762517828	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	fail
Yell_July18_Site5z_S131_R2_001	Yell_July18_Site5z_S131_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	518860.0	156.1 Mbp	0.0	301.0	51.0	14.142735998149789	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
